filename,SubjectNumber,participantID,Evlab_SubNo
RHLfROIs_resp_Lang_20170703,5,334_FED_20151119a_3T2,334
RHLfROIs_resp_Lang_20170703,6,343_FED_20160107a_3T2,343
RHLfROIs_resp_Lang_20170703,7,366_FED_20161103a_3T1,366
RHLfROIs_resp_Lang_20170703,8,424_FED_20161102b_3T1,424
RHLfROIs_resp_Lang_20170703,9,426_FED_20160908d_3T1,426
RHLfROIs_resp_Lang_20170703,10,430_FED_20170426d_3T2,430
RHLfROIs_resp_Lang_20170703,11,473_FED_20161102a_3T1,473
RHLfROIs_resp_Lang_20170703,12,498_FED_20161121a_3T1,498
RHLfROIs_resp_Lang_20170703,13,520_FED_20161227a_3T2,520
RHLfROIs_resp_Lang_20170703,14,521_FED_20161228a_3T2,521
RHLfROIs_resp_Lang_20170703,15,551_FED_20170412a_3T2,551
RHLfROIs_resp_Lang_20170703,16,555_FED_20170426c_3T2,555
RHLfROIs_resp_Lang_20170703,17,571_FED_20170412c_3T2,571
RHLfROIs_resp_Lang_20170703,18,576_FED_20170414b_3T2,576
RHLfROIs_resp_Lang_20170703,19,577_FED_20170414c_3T2,577
RHLfROIs_resp_Lang_20170703,20,578_FED_20170414d_3T2,578
RHLfROIs_resp_Lang_20170703,21,596_FED_20170426b_3T2,596
SplitHalf_LangfROIs_resp_Jokes_20170904,1,168_FED_20161228b_3T2,168
SplitHalf_LangfROIs_resp_Jokes_20170904,2,288_FED_20170412b_3T2,288
SplitHalf_LangfROIs_resp_Jokes_20170904,3,290_FED_20170426a_3T2,290
SplitHalf_LangfROIs_resp_Jokes_20170904,4,301_FED_20161217b_3T2,301
SplitHalf_LangfROIs_resp_Jokes_20170904,5,334_FED_20161221a_3T2,334
SplitHalf_LangfROIs_resp_Jokes_20170904,6,343_FED_20161208a_3T2,343
SplitHalf_LangfROIs_resp_Jokes_20170904,7,366_FED_20161205a_3T2,366
SplitHalf_LangfROIs_resp_Jokes_20170904,8,424_FED_20161228c_3T2,424
SplitHalf_LangfROIs_resp_Jokes_20170904,9,426_FED_20161215c_3T2,426
SplitHalf_LangfROIs_resp_Jokes_20170904,10,430_FED_20170426d_3T2,430
SplitHalf_LangfROIs_resp_Jokes_20170904,11,473_FED_20170210b_3T2,473
SplitHalf_LangfROIs_resp_Jokes_20170904,12,498_FED_20170210c_3T2,498
SplitHalf_LangfROIs_resp_Jokes_20170904,13,520_FED_20161227a_3T2,520
SplitHalf_LangfROIs_resp_Jokes_20170904,14,521_FED_20161228a_3T2,521
SplitHalf_LangfROIs_resp_Jokes_20170904,15,551_FED_20170412a_3T2,551
SplitHalf_LangfROIs_resp_Jokes_20170904,16,555_FED_20170426c_3T2,555
SplitHalf_LangfROIs_resp_Jokes_20170904,17,571_FED_20170412c_3T2,571
SplitHalf_LangfROIs_resp_Jokes_20170904,18,576_FED_20170414b_3T2,576
SplitHalf_LangfROIs_resp_Jokes_20170904,19,577_FED_20170414c_3T2,577
SplitHalf_LangfROIs_resp_Jokes_20170904,20,578_FED_20170414d_3T2,578
SplitHalf_LangfROIs_resp_Jokes_20170904,21,596_FED_20170426b_3T2,596
SplitHalf_MDfROIs_resp_Jokes_20170904,1,168_FED_20161228b_3T2,168
SplitHalf_MDfROIs_resp_Jokes_20170904,2,290_FED_20170426a_3T2,290
SplitHalf_MDfROIs_resp_Jokes_20170904,3,301_FED_20161217b_3T2,301
SplitHalf_MDfROIs_resp_Jokes_20170904,4,366_FED_20161205a_3T2,366
SplitHalf_MDfROIs_resp_Jokes_20170904,5,424_FED_20161228c_3T2,424
SplitHalf_MDfROIs_resp_Jokes_20170904,6,426_FED_20161215c_3T2,426
SplitHalf_MDfROIs_resp_Jokes_20170904,7,430_FED_20170426d_3T2,430
SplitHalf_MDfROIs_resp_Jokes_20170904,8,473_FED_20170210b_3T2,473
SplitHalf_MDfROIs_resp_Jokes_20170904,9,498_FED_20170210c_3T2,498
SplitHalf_MDfROIs_resp_Jokes_20170904,10,520_FED_20161227a_3T2,520
SplitHalf_MDfROIs_resp_Jokes_20170904,11,555_FED_20170426c_3T2,555
SplitHalf_MDfROIs_resp_Jokes_20170904,12,576_FED_20170414b_3T2,576
SplitHalf_MDfROIs_resp_Jokes_20170904,13,577_FED_20170414c_3T2,577
SplitHalf_MDfROIs_resp_Jokes_20170904,14,578_FED_20170414d_3T2,578
SplitHalf_MDfROIs_resp_Jokes_20170904,15,596_FED_20170426b_3T2,596
SplitHalf_MDfROIs_resp_Jokes_20170904,16,288_FED_20170412b_3T2,288
SplitHalf_MDfROIs_resp_Jokes_20170904,17,334_FED_20161221a_3T2,334
SplitHalf_MDfROIs_resp_Jokes_20170904,18,343_FED_20161208a_3T2,343
SplitHalf_MDfROIs_resp_Jokes_20170904,19,521_FED_20161228a_3T2,521
SplitHalf_MDfROIs_resp_Jokes_20170904,20,551_FED_20170412a_3T2,551
SplitHalf_MDfROIs_resp_Jokes_20170904,21,571_FED_20170412c_3T2,571
SplitHalf_RHLfROIs_resp_Jokes_20170904,1,168_FED_20161228b_3T2,168
SplitHalf_RHLfROIs_resp_Jokes_20170904,2,288_FED_20170412b_3T2,288
SplitHalf_RHLfROIs_resp_Jokes_20170904,3,290_FED_20170426a_3T2,290
SplitHalf_RHLfROIs_resp_Jokes_20170904,4,301_FED_20161217b_3T2,301
SplitHalf_RHLfROIs_resp_Jokes_20170904,5,334_FED_20161221a_3T2,334
SplitHalf_RHLfROIs_resp_Jokes_20170904,6,343_FED_20161208a_3T2,343
SplitHalf_RHLfROIs_resp_Jokes_20170904,7,366_FED_20161205a_3T2,366
SplitHalf_RHLfROIs_resp_Jokes_20170904,8,424_FED_20161228c_3T2,424
SplitHalf_RHLfROIs_resp_Jokes_20170904,9,426_FED_20161215c_3T2,426
SplitHalf_RHLfROIs_resp_Jokes_20170904,10,430_FED_20170426d_3T2,430
SplitHalf_RHLfROIs_resp_Jokes_20170904,11,473_FED_20170210b_3T2,473
SplitHalf_RHLfROIs_resp_Jokes_20170904,12,498_FED_20170210c_3T2,498
SplitHalf_RHLfROIs_resp_Jokes_20170904,13,520_FED_20161227a_3T2,520
SplitHalf_RHLfROIs_resp_Jokes_20170904,14,521_FED_20161228a_3T2,521
SplitHalf_RHLfROIs_resp_Jokes_20170904,15,551_FED_20170412a_3T2,551
SplitHalf_RHLfROIs_resp_Jokes_20170904,16,555_FED_20170426c_3T2,555
SplitHalf_RHLfROIs_resp_Jokes_20170904,17,571_FED_20170412c_3T2,571
SplitHalf_RHLfROIs_resp_Jokes_20170904,18,576_FED_20170414b_3T2,576
SplitHalf_RHLfROIs_resp_Jokes_20170904,19,577_FED_20170414c_3T2,577
SplitHalf_RHLfROIs_resp_Jokes_20170904,20,578_FED_20170414d_3T2,578
SplitHalf_RHLfROIs_resp_Jokes_20170904,21,596_FED_20170426b_3T2,596
SplitHalf_ToMfROIs_resp_Jokes_20170904,1,168_FED_20161228b_3T2,168
SplitHalf_ToMfROIs_resp_Jokes_20170904,2,290_FED_20170426a_3T2,290
SplitHalf_ToMfROIs_resp_Jokes_20170904,3,301_FED_20161217b_3T2,301
SplitHalf_ToMfROIs_resp_Jokes_20170904,4,366_FED_20161205a_3T2,366
SplitHalf_ToMfROIs_resp_Jokes_20170904,5,426_FED_20161215c_3T2,426
SplitHalf_ToMfROIs_resp_Jokes_20170904,6,430_FED_20170426d_3T2,430
SplitHalf_ToMfROIs_resp_Jokes_20170904,7,498_FED_20170210c_3T2,498
SplitHalf_ToMfROIs_resp_Jokes_20170904,8,555_FED_20170426c_3T2,555
SplitHalf_ToMfROIs_resp_Jokes_20170904,9,576_FED_20170414b_3T2,576
SplitHalf_ToMfROIs_resp_Jokes_20170904,10,577_FED_20170414c_3T2,577
SplitHalf_ToMfROIs_resp_Jokes_20170904,11,578_FED_20170414d_3T2,578
SplitHalf_ToMfROIs_resp_Jokes_20170904,12,288_FED_20170412b_3T2,288
SplitHalf_ToMfROIs_resp_Jokes_20170904,13,334_FED_20161221a_3T2,334
SplitHalf_ToMfROIs_resp_Jokes_20170904,14,343_FED_20161208a_3T2,343
SplitHalf_ToMfROIs_resp_Jokes_20170904,15,521_FED_20161228a_3T2,521
SplitHalf_ToMfROIs_resp_Jokes_20170904,16,551_FED_20170412a_3T2,551
SplitHalf_ToMfROIs_resp_Jokes_20170904,17,571_FED_20170412c_3T2,571
SplitHalf_ToMfROIs_resp_Jokes_20170904,18,473_FED_20170210b_3T2,473
SplitHalf_ToMfROIs_resp_Jokes_20170904,19,520_FED_20161227a_3T2,520
SplitHalf_ToMfROIs_resp_Jokes_20170904,20,596_FED_20170426b_3T2,596
ToMfROIs_resp_Cloudy_PL2017_20180312,1,288_FED_20170412b_3T2_PL2017,288
ToMfROIs_resp_Cloudy_PL2017_20180312,2,301_FED_20160121b_3T2_PL2017,301
ToMfROIs_resp_Cloudy_PL2017_20180312,3,334_FED_20161221a_3T2_PL2017,334
ToMfROIs_resp_Cloudy_PL2017_20180312,4,343_FED_20161208a_3T2_PL2017,343
ToMfROIs_resp_Cloudy_PL2017_20180312,5,366_FED_20161103a_3T1_PL2017,366
ToMfROIs_resp_Cloudy_PL2017_20180312,6,426_FED_20161215c_3T2_PL2017,426
ToMfROIs_resp_Cloudy_PL2017_20180312,7,430_FED_20170426d_3T2_PL2017,430
ToMfROIs_resp_Cloudy_PL2017_20180312,8,520_FED_20161227a_3T2_PL2017,520
ToMfROIs_resp_Cloudy_PL2017_20180312,9,521_FED_20161228a_3T2_PL2017,521
ToMfROIs_resp_Cloudy_PL2017_20180312,10,551_FED_20170412a_3T2_PL2017,551
ToMfROIs_resp_Cloudy_PL2017_20180312,11,555_FED_20170426c_3T2_PL2017,555
ToMfROIs_resp_Cloudy_PL2017_20180312,12,571_FED_20170412c_3T2_PL2017,571
ToMfROIs_resp_Cloudy_PL2017_20180312,13,576_FED_20170414b_3T2_PL2017,576
ToMfROIs_resp_Cloudy_PL2017_20180312,14,577_FED_20170414c_3T2_PL2017,577
ToMfROIs_resp_Cloudy_PL2017_20180312,15,596_FED_20170426b_3T2_PL2017,596
ToMfROIS_resp_Jokes_20170720,1,168_FED_20161228b_3T2,168
ToMfROIS_resp_Jokes_20170720,2,290_FED_20170426a_3T2,290
ToMfROIS_resp_Jokes_20170720,3,301_FED_20161217b_3T2,301
ToMfROIS_resp_Jokes_20170720,4,366_FED_20161205a_3T2,366
ToMfROIS_resp_Jokes_20170720,5,426_FED_20161215c_3T2,426
ToMfROIS_resp_Jokes_20170720,6,430_FED_20170426d_3T2,430
ToMfROIS_resp_Jokes_20170720,7,498_FED_20170210c_3T2,498
ToMfROIS_resp_Jokes_20170720,8,555_FED_20170426c_3T2,555
ToMfROIS_resp_Jokes_20170720,9,576_FED_20170414b_3T2,576
ToMfROIS_resp_Jokes_20170720,10,577_FED_20170414c_3T2,577
ToMfROIS_resp_Jokes_20170720,11,578_FED_20170414d_3T2,578
ToMfROIS_resp_Jokes_20170720,12,288_FED_20170412b_3T2,288
ToMfROIS_resp_Jokes_20170720,13,334_FED_20161221a_3T2,334
ToMfROIS_resp_Jokes_20170720,14,343_FED_20161208a_3T2,343
ToMfROIS_resp_Jokes_20170720,15,521_FED_20161228a_3T2,521
ToMfROIS_resp_Jokes_20170720,16,551_FED_20170412a_3T2,551
ToMfROIS_resp_Jokes_20170720,17,571_FED_20170412c_3T2,571
ToMfROIS_resp_Jokes_20170720,18,473_FED_20170210b_3T2,473
ToMfROIS_resp_Jokes_20170720,19,520_FED_20161227a_3T2,520
ToMfROIS_resp_Jokes_20170720,20,596_FED_20170426b_3T2,596
ToMfROIS_resp_Jokes_Top50Voxels_20170720,1,168_FED_20161228b_3T2,168
ToMfROIS_resp_Jokes_Top50Voxels_20170720,2,290_FED_20170426a_3T2,290
ToMfROIS_resp_Jokes_Top50Voxels_20170720,3,301_FED_20161217b_3T2,301
ToMfROIS_resp_Jokes_Top50Voxels_20170720,4,366_FED_20161205a_3T2,366
ToMfROIS_resp_Jokes_Top50Voxels_20170720,5,426_FED_20161215c_3T2,426
ToMfROIS_resp_Jokes_Top50Voxels_20170720,6,430_FED_20170426d_3T2,430
ToMfROIS_resp_Jokes_Top50Voxels_20170720,7,498_FED_20170210c_3T2,498
ToMfROIS_resp_Jokes_Top50Voxels_20170720,8,555_FED_20170426c_3T2,555
ToMfROIS_resp_Jokes_Top50Voxels_20170720,9,576_FED_20170414b_3T2,576
ToMfROIS_resp_Jokes_Top50Voxels_20170720,10,577_FED_20170414c_3T2,577
ToMfROIS_resp_Jokes_Top50Voxels_20170720,11,578_FED_20170414d_3T2,578
ToMfROIS_resp_Jokes_Top50Voxels_20170720,12,288_FED_20170412b_3T2,288
ToMfROIS_resp_Jokes_Top50Voxels_20170720,13,334_FED_20161221a_3T2,334
ToMfROIS_resp_Jokes_Top50Voxels_20170720,14,343_FED_20161208a_3T2,343
ToMfROIS_resp_Jokes_Top50Voxels_20170720,15,521_FED_20161228a_3T2,521
ToMfROIS_resp_Jokes_Top50Voxels_20170720,16,551_FED_20170412a_3T2,551
ToMfROIS_resp_Jokes_Top50Voxels_20170720,17,571_FED_20170412c_3T2,571
ToMfROIS_resp_Jokes_Top50Voxels_20170720,18,473_FED_20170210b_3T2,473
ToMfROIS_resp_Jokes_Top50Voxels_20170720,19,520_FED_20161227a_3T2,520
ToMfROIS_resp_Jokes_Top50Voxels_20170720,20,596_FED_20170426b_3T2,596
ToMfROIS_resp_JokesCustom_20170720,1,168_FED_20161228b_3T2,168
ToMfROIS_resp_JokesCustom_20170720,2,290_FED_20170426a_3T2,290
ToMfROIS_resp_JokesCustom_20170720,3,301_FED_20161217b_3T2,301
ToMfROIS_resp_JokesCustom_20170720,4,366_FED_20161205a_3T2,366
ToMfROIS_resp_JokesCustom_20170720,5,426_FED_20161215c_3T2,426
ToMfROIS_resp_JokesCustom_20170720,6,430_FED_20170426d_3T2,430
ToMfROIS_resp_JokesCustom_20170720,7,498_FED_20170210c_3T2,498
ToMfROIS_resp_JokesCustom_20170720,8,555_FED_20170426c_3T2,555
ToMfROIS_resp_JokesCustom_20170720,9,576_FED_20170414b_3T2,576
ToMfROIS_resp_JokesCustom_20170720,10,577_FED_20170414c_3T2,577
ToMfROIS_resp_JokesCustom_20170720,11,578_FED_20170414d_3T2,578
ToMfROIS_resp_JokesCustom_20170720,12,288_FED_20170412b_3T2,288
ToMfROIS_resp_JokesCustom_20170720,13,334_FED_20161221a_3T2,334
ToMfROIS_resp_JokesCustom_20170720,14,343_FED_20161208a_3T2,343
ToMfROIS_resp_JokesCustom_20170720,15,521_FED_20161228a_3T2,521
ToMfROIS_resp_JokesCustom_20170720,16,551_FED_20170412a_3T2,551
ToMfROIS_resp_JokesCustom_20170720,17,571_FED_20170412c_3T2,571
ToMfROIS_resp_JokesCustom_20170720,18,473_FED_20170210b_3T2,473
ToMfROIS_resp_JokesCustom_20170720,19,520_FED_20161227a_3T2,520
ToMfROIS_resp_JokesCustom_20170720,20,596_FED_20170426b_3T2,596
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,1,168_FED_20161228b_3T2,168
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,2,290_FED_20170426a_3T2,290
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,3,301_FED_20161217b_3T2,301
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,4,366_FED_20161205a_3T2,366
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,5,426_FED_20161215c_3T2,426
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,6,430_FED_20170426d_3T2,430
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,7,498_FED_20170210c_3T2,498
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,8,555_FED_20170426c_3T2,555
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,9,576_FED_20170414b_3T2,576
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,10,577_FED_20170414c_3T2,577
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,11,578_FED_20170414d_3T2,578
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,12,288_FED_20170412b_3T2,288
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,13,334_FED_20161221a_3T2,334
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,14,343_FED_20161208a_3T2,343
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,15,521_FED_20161228a_3T2,521
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,16,551_FED_20170412a_3T2,551
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,17,571_FED_20170412c_3T2,571
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,18,473_FED_20170210b_3T2,473
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,19,520_FED_20161227a_3T2,520
ToMfROIS_resp_JokesCustom_Top50Voxels_20170720,20,596_FED_20170426b_3T2,596
ToMfROIS_resp_ToM_20170720,1,168_KAN_evDB_20141020b,168
ToMfROIS_resp_ToM_20170720,2,290_FED_20170109b_3T2,290
ToMfROIS_resp_ToM_20170720,3,301_FED_20150708c_3T2,301
ToMfROIS_resp_ToM_20170720,4,366_FED_20161103a_3T1,366
ToMfROIS_resp_ToM_20170720,5,426_FED_20161107c_3T2,426
ToMfROIS_resp_ToM_20170720,6,430_FED_20170110b_3T2,430
ToMfROIS_resp_ToM_20170720,7,498_FED_20170210c_3T2,498
ToMfROIS_resp_ToM_20170720,8,555_FED_20170426c_3T2,555
ToMfROIS_resp_ToM_20170720,9,576_FED_20170414b_3T2,576
ToMfROIS_resp_ToM_20170720,10,577_FED_20170414c_3T2,577
ToMfROIS_resp_ToM_20170720,11,578_FED_20170414d_3T2,578
ToMfROIS_resp_ToM_20170720,12,288_FED_20160411a_3T1,288
ToMfROIS_resp_ToM_20170720,13,334_FED_20160204c_3T2,334
ToMfROIS_resp_ToM_20170720,14,343_FED_20160204b_3T2,343
ToMfROIS_resp_ToM_20170720,15,521_FED_20161228a_3T2,521
ToMfROIS_resp_ToM_20170720,16,551_FED_20170412a_3T2,551
ToMfROIS_resp_ToM_20170720,17,571_FED_20170412c_3T2,571
