"ROIName","Subject","Contrast","nVoxels","SignalChange"
"LTPJ","343_FED_20161208a_3T2","joke",332,0.179997
"LTPJ","343_FED_20161208a_3T2","lit",332,0.146535
"LTPJ","343_FED_20161208a_3T2","joke-lit",332,0.033462
"LTPJ","521_FED_20161228a_3T2","joke",332,-0.028753
"LTPJ","521_FED_20161228a_3T2","lit",332,-0.097684
"LTPJ","521_FED_20161228a_3T2","joke-lit",332,0.068931
"LTPJ","551_FED_20170412a_3T2","joke",332,-0.073558
"LTPJ","551_FED_20170412a_3T2","lit",332,-0.132202
"LTPJ","551_FED_20170412a_3T2","joke-lit",332,0.058644
"LTPJ","571_FED_20170412c_3T2","joke",332,-0.019304
"LTPJ","571_FED_20170412c_3T2","lit",332,-0.046037
"LTPJ","571_FED_20170412c_3T2","joke-lit",332,0.026733
"LTPJ","520_FED_20161227a_3T2","joke",332,0.269024
"LTPJ","520_FED_20161227a_3T2","lit",332,0.245311
"LTPJ","520_FED_20161227a_3T2","joke-lit",332,0.023713
"LTPJ","596_FED_20170426b_3T2","joke",332,-0.053358
"LTPJ","596_FED_20170426b_3T2","lit",332,-0.046365
"LTPJ","596_FED_20170426b_3T2","joke-lit",332,-0.006993
"MMPFC","288_FED_20170412b_3T2_PL2017","joke",152,0.133264
"MMPFC","288_FED_20170412b_3T2_PL2017","lit",152,-0.095802
"MMPFC","288_FED_20170412b_3T2_PL2017","joke-lit",152,0.229065
"MMPFC","301_FED_20161217b_3T2","joke",152,0.941161
"MMPFC","301_FED_20161217b_3T2","lit",152,0.729745
"MMPFC","301_FED_20161217b_3T2","joke-lit",152,0.211416
"MMPFC","424_FED_20161228c_3T2","joke",152,-0.004666
"MMPFC","424_FED_20161228c_3T2","lit",152,-0.064131
"MMPFC","424_FED_20161228c_3T2","joke-lit",152,0.059464
"MMPFC","426_FED_20161215c_3T2","joke",152,-0.017409
"MMPFC","426_FED_20161215c_3T2","lit",152,-0.019357
"MMPFC","426_FED_20161215c_3T2","joke-lit",152,0.001948
"MMPFC","430_FED_20170426d_3T2","joke",152,0.129495
"MMPFC","430_FED_20170426d_3T2","lit",152,0.102208
"MMPFC","430_FED_20170426d_3T2","joke-lit",152,0.027287
"MMPFC","555_FED_20170426c_3T2","joke",152,-0.067611
"MMPFC","555_FED_20170426c_3T2","lit",152,-0.060734
"MMPFC","555_FED_20170426c_3T2","joke-lit",152,-0.006877
"MMPFC","576_FED_20170414b_3T2","joke",152,0.003711
"MMPFC","576_FED_20170414b_3T2","lit",152,0.024402
"MMPFC","576_FED_20170414b_3T2","joke-lit",152,-0.020691
"MMPFC","577_FED_20170414c_3T2","joke",152,0.199325
"MMPFC","577_FED_20170414c_3T2","lit",152,0.03661
"MMPFC","577_FED_20170414c_3T2","joke-lit",152,0.162716
"MMPFC","334_FED_20161221a_3T2","joke",152,-0.007619
"MMPFC","334_FED_20161221a_3T2","lit",152,-0.005921
"MMPFC","334_FED_20161221a_3T2","joke-lit",152,-0.001698
"MMPFC","343_FED_20161208a_3T2","joke",152,-0.015943
"MMPFC","343_FED_20161208a_3T2","lit",152,-0.151272
"MMPFC","343_FED_20161208a_3T2","joke-lit",152,0.135328
"MMPFC","521_FED_20161228a_3T2","joke",152,0.461672
"MMPFC","521_FED_20161228a_3T2","lit",152,0.002122
"MMPFC","521_FED_20161228a_3T2","joke-lit",152,0.45955
"MMPFC","551_FED_20170412a_3T2","joke",152,-0.229633
"MMPFC","551_FED_20170412a_3T2","lit",152,-0.387132
"MMPFC","551_FED_20170412a_3T2","joke-lit",152,0.1575
"MMPFC","571_FED_20170412c_3T2","joke",152,-0.168983
"MMPFC","571_FED_20170412c_3T2","lit",152,-0.197962
"MMPFC","571_FED_20170412c_3T2","joke-lit",152,0.028979
"MMPFC","520_FED_20161227a_3T2","joke",152,0.353435
"MMPFC","520_FED_20161227a_3T2","lit",152,0.256115
"MMPFC","520_FED_20161227a_3T2","joke-lit",152,0.097319
"MMPFC","596_FED_20170426b_3T2","joke",152,0.509811
"MMPFC","596_FED_20170426b_3T2","lit",152,0.256579
"MMPFC","596_FED_20170426b_3T2","joke-lit",152,0.253232
"PC","288_FED_20170412b_3T2_PL2017","joke",418,0.211372
"PC","288_FED_20170412b_3T2_PL2017","lit",418,0.018376
"PC","288_FED_20170412b_3T2_PL2017","joke-lit",418,0.192997
"PC","301_FED_20161217b_3T2","joke",418,0.02242
"PC","301_FED_20161217b_3T2","lit",418,-0.156214
"PC","301_FED_20161217b_3T2","joke-lit",418,0.178634
"PC","424_FED_20161228c_3T2","joke",418,-0.160481
"PC","424_FED_20161228c_3T2","lit",418,-0.064073
"PC","424_FED_20161228c_3T2","joke-lit",418,-0.096408
"PC","426_FED_20161215c_3T2","joke",418,-0.142509
"PC","426_FED_20161215c_3T2","lit",418,-0.113969
"PC","426_FED_20161215c_3T2","joke-lit",418,-0.02854
"PC","430_FED_20170426d_3T2","joke",418,0.294429
"PC","430_FED_20170426d_3T2","lit",418,0.398995
"PC","430_FED_20170426d_3T2","joke-lit",418,-0.104566
"PC","555_FED_20170426c_3T2","joke",418,0.019238
"PC","555_FED_20170426c_3T2","lit",418,0.028414
"PC","555_FED_20170426c_3T2","joke-lit",418,-0.009176
"PC","576_FED_20170414b_3T2","joke",418,-0.152922
"PC","576_FED_20170414b_3T2","lit",418,-0.117405
"PC","576_FED_20170414b_3T2","joke-lit",418,-0.035517
"PC","577_FED_20170414c_3T2","joke",418,0.363516
"PC","577_FED_20170414c_3T2","lit",418,0.193662
"PC","577_FED_20170414c_3T2","joke-lit",418,0.169853
"PC","334_FED_20161221a_3T2","joke",418,-0.182323
"PC","334_FED_20161221a_3T2","lit",418,-0.142244
"PC","334_FED_20161221a_3T2","joke-lit",418,-0.040079
"PC","343_FED_20161208a_3T2","joke",418,0.210009
"PC","343_FED_20161208a_3T2","lit",418,0.153707
"PC","343_FED_20161208a_3T2","joke-lit",418,0.056302
"PC","521_FED_20161228a_3T2","joke",418,0.149136
"PC","521_FED_20161228a_3T2","lit",418,-0.003038
"PC","521_FED_20161228a_3T2","joke-lit",418,0.152174
"PC","551_FED_20170412a_3T2","joke",418,-0.241971
"PC","551_FED_20170412a_3T2","lit",418,-0.233695
"PC","551_FED_20170412a_3T2","joke-lit",418,-0.008276
"PC","571_FED_20170412c_3T2","joke",418,-0.013731
"PC","571_FED_20170412c_3T2","lit",418,-0.008356
"PC","571_FED_20170412c_3T2","joke-lit",418,-0.005374
"PC","520_FED_20161227a_3T2","joke",418,0.3399
"PC","520_FED_20161227a_3T2","lit",418,0.24686
"PC","520_FED_20161227a_3T2","joke-lit",418,0.09304
"PC","596_FED_20170426b_3T2","joke",418,-0.008763
"PC","596_FED_20170426b_3T2","lit",418,-0.005522
"PC","596_FED_20170426b_3T2","joke-lit",418,-0.003241
"RTPJ","288_FED_20170412b_3T2_PL2017","joke",341,-0.134061
"RTPJ","288_FED_20170412b_3T2_PL2017","lit",341,-0.136594
"RTPJ","288_FED_20170412b_3T2_PL2017","joke-lit",341,0.002533
"RTPJ","301_FED_20161217b_3T2","joke",341,0.054485
"RTPJ","301_FED_20161217b_3T2","lit",341,-0.123377
"RTPJ","301_FED_20161217b_3T2","joke-lit",341,0.177862
"RTPJ","424_FED_20161228c_3T2","joke",341,0.022284
"RTPJ","424_FED_20161228c_3T2","lit",341,0.086729
"RTPJ","424_FED_20161228c_3T2","joke-lit",341,-0.064446
"RTPJ","426_FED_20161215c_3T2","joke",341,0.045812
"RTPJ","426_FED_20161215c_3T2","lit",341,-0.029335
"RTPJ","426_FED_20161215c_3T2","joke-lit",341,0.075147
"RTPJ","430_FED_20170426d_3T2","joke",341,0.396501
"RTPJ","430_FED_20170426d_3T2","lit",341,0.442102
"RTPJ","430_FED_20170426d_3T2","joke-lit",341,-0.045601
"RTPJ","555_FED_20170426c_3T2","joke",341,-0.051104
"RTPJ","555_FED_20170426c_3T2","lit",341,-0.090123
"RTPJ","555_FED_20170426c_3T2","joke-lit",341,0.039019
"RTPJ","576_FED_20170414b_3T2","joke",341,-0.256973
"RTPJ","576_FED_20170414b_3T2","lit",341,-0.206921
"RTPJ","576_FED_20170414b_3T2","joke-lit",341,-0.050052
"RTPJ","577_FED_20170414c_3T2","joke",341,0.254727
"RTPJ","577_FED_20170414c_3T2","lit",341,0.058006
"RTPJ","577_FED_20170414c_3T2","joke-lit",341,0.196721
"RTPJ","334_FED_20161221a_3T2","joke",341,-0.306659
"RTPJ","334_FED_20161221a_3T2","lit",341,-0.275437
"RTPJ","334_FED_20161221a_3T2","joke-lit",341,-0.031222
"RTPJ","343_FED_20161208a_3T2","joke",341,0.440748
"RTPJ","343_FED_20161208a_3T2","lit",341,0.174942
"RTPJ","343_FED_20161208a_3T2","joke-lit",341,0.265806
"RTPJ","521_FED_20161228a_3T2","joke",341,0.004677
"RTPJ","521_FED_20161228a_3T2","lit",341,-0.064774
"RTPJ","521_FED_20161228a_3T2","joke-lit",341,0.069451
"RTPJ","551_FED_20170412a_3T2","joke",341,-0.095696
"RTPJ","551_FED_20170412a_3T2","lit",341,-0.08267
"RTPJ","551_FED_20170412a_3T2","joke-lit",341,-0.013026
"RTPJ","571_FED_20170412c_3T2","joke",341,0.169688
"RTPJ","571_FED_20170412c_3T2","lit",341,0.062111
"RTPJ","571_FED_20170412c_3T2","joke-lit",341,0.107578
"RTPJ","520_FED_20161227a_3T2","joke",341,0.352128
"RTPJ","520_FED_20161227a_3T2","lit",341,0.139775
"RTPJ","520_FED_20161227a_3T2","joke-lit",341,0.212353
"RTPJ","596_FED_20170426b_3T2","joke",341,0.170443
"RTPJ","596_FED_20170426b_3T2","lit",341,-0.158469
"RTPJ","596_FED_20170426b_3T2","joke-lit",341,0.328912
"VMPFC","288_FED_20170412b_3T2_PL2017","joke",131,0.371927
"VMPFC","288_FED_20170412b_3T2_PL2017","lit",131,0.211094
"VMPFC","288_FED_20170412b_3T2_PL2017","joke-lit",131,0.160833
"VMPFC","301_FED_20161217b_3T2","joke",131,0.511986
"VMPFC","301_FED_20161217b_3T2","lit",131,-0.823247
"VMPFC","301_FED_20161217b_3T2","joke-lit",131,1.335233
"VMPFC","424_FED_20161228c_3T2","joke",131,-0.450219
"VMPFC","424_FED_20161228c_3T2","lit",131,-0.401521
"VMPFC","424_FED_20161228c_3T2","joke-lit",131,-0.048698
"VMPFC","426_FED_20161215c_3T2","joke",131,-1.401348
"VMPFC","426_FED_20161215c_3T2","lit",131,-1.465675
"VMPFC","426_FED_20161215c_3T2","joke-lit",131,0.064326
"VMPFC","430_FED_20170426d_3T2","joke",131,-0.380964
"VMPFC","430_FED_20170426d_3T2","lit",131,-0.377195
"VMPFC","430_FED_20170426d_3T2","joke-lit",131,-0.003769
"VMPFC","555_FED_20170426c_3T2","joke",131,-0.105326
"VMPFC","555_FED_20170426c_3T2","lit",131,-0.118899
"VMPFC","555_FED_20170426c_3T2","joke-lit",131,0.013573
"VMPFC","576_FED_20170414b_3T2","joke",131,0.018945
"VMPFC","576_FED_20170414b_3T2","lit",131,-0.002285
"VMPFC","576_FED_20170414b_3T2","joke-lit",131,0.02123
"VMPFC","577_FED_20170414c_3T2","joke",131,0.044318
"VMPFC","577_FED_20170414c_3T2","lit",131,-0.20261
"VMPFC","577_FED_20170414c_3T2","joke-lit",131,0.246928
"VMPFC","334_FED_20161221a_3T2","joke",131,0.330468
"VMPFC","334_FED_20161221a_3T2","lit",131,0.05737
"VMPFC","334_FED_20161221a_3T2","joke-lit",131,0.273098
"VMPFC","343_FED_20161208a_3T2","joke",131,-0.483436
"VMPFC","343_FED_20161208a_3T2","lit",131,-0.745826
"VMPFC","343_FED_20161208a_3T2","joke-lit",131,0.26239
"VMPFC","521_FED_20161228a_3T2","joke",131,0.339069
"VMPFC","521_FED_20161228a_3T2","lit",131,-0.070343
"VMPFC","521_FED_20161228a_3T2","joke-lit",131,0.409412
"VMPFC","551_FED_20170412a_3T2","joke",131,-0.071658
"VMPFC","551_FED_20170412a_3T2","lit",131,-0.063113
"VMPFC","551_FED_20170412a_3T2","joke-lit",131,-0.008545
"VMPFC","571_FED_20170412c_3T2","joke",131,-0.160279
"VMPFC","571_FED_20170412c_3T2","lit",131,-0.208896
"VMPFC","571_FED_20170412c_3T2","joke-lit",131,0.048618
"VMPFC","520_FED_20161227a_3T2","joke",131,0.065297
"VMPFC","520_FED_20161227a_3T2","lit",131,-0.089295
"VMPFC","520_FED_20161227a_3T2","joke-lit",131,0.154592
"VMPFC","596_FED_20170426b_3T2","joke",131,-0.159455
"VMPFC","596_FED_20170426b_3T2","lit",131,-0.311329
"VMPFC","596_FED_20170426b_3T2","joke-lit",131,0.151874
"RSTS","288_FED_20170412b_3T2_PL2017","joke",405,0.631278
"RSTS","288_FED_20170412b_3T2_PL2017","lit",405,0.428829
"RSTS","288_FED_20170412b_3T2_PL2017","joke-lit",405,0.20245
"RSTS","301_FED_20161217b_3T2","joke",405,0.138441
"RSTS","301_FED_20161217b_3T2","lit",405,-0.034244
"RSTS","301_FED_20161217b_3T2","joke-lit",405,0.172685
"RSTS","424_FED_20161228c_3T2","joke",405,0.292654
"RSTS","424_FED_20161228c_3T2","lit",405,0.369954
"RSTS","424_FED_20161228c_3T2","joke-lit",405,-0.077301
"RSTS","426_FED_20161215c_3T2","joke",405,0.34967
"RSTS","426_FED_20161215c_3T2","lit",405,0.378263
"RSTS","426_FED_20161215c_3T2","joke-lit",405,-0.028593
"RSTS","430_FED_20170426d_3T2","joke",405,0.416591
"RSTS","430_FED_20170426d_3T2","lit",405,0.70317
"RSTS","430_FED_20170426d_3T2","joke-lit",405,-0.286579
"RSTS","555_FED_20170426c_3T2","joke",405,0.153143
"RSTS","555_FED_20170426c_3T2","lit",405,0.09946
"RSTS","555_FED_20170426c_3T2","joke-lit",405,0.053682
"RSTS","576_FED_20170414b_3T2","joke",405,-0.051475
"RSTS","576_FED_20170414b_3T2","lit",405,-0.032906
"RSTS","576_FED_20170414b_3T2","joke-lit",405,-0.018569
"RSTS","577_FED_20170414c_3T2","joke",405,0.214751
"RSTS","577_FED_20170414c_3T2","lit",405,0.098715
"RSTS","577_FED_20170414c_3T2","joke-lit",405,0.116037
"RSTS","334_FED_20161221a_3T2","joke",405,0.022633
"RSTS","334_FED_20161221a_3T2","lit",405,0.163102
"RSTS","334_FED_20161221a_3T2","joke-lit",405,-0.140469
"RSTS","343_FED_20161208a_3T2","joke",405,0.222947
"RSTS","343_FED_20161208a_3T2","lit",405,0.101465
"RSTS","343_FED_20161208a_3T2","joke-lit",405,0.121482
"RSTS","521_FED_20161228a_3T2","joke",405,0.297593
"RSTS","521_FED_20161228a_3T2","lit",405,0.066023
"RSTS","521_FED_20161228a_3T2","joke-lit",405,0.23157
"RSTS","551_FED_20170412a_3T2","joke",405,-0.090666
"RSTS","551_FED_20170412a_3T2","lit",405,-0.184127
"RSTS","551_FED_20170412a_3T2","joke-lit",405,0.093461
"RSTS","571_FED_20170412c_3T2","joke",405,0.141093
"RSTS","571_FED_20170412c_3T2","lit",405,0.122698
"RSTS","571_FED_20170412c_3T2","joke-lit",405,0.018395
"RSTS","520_FED_20161227a_3T2","joke",405,0.522315
"RSTS","520_FED_20161227a_3T2","lit",405,0.336804
"RSTS","520_FED_20161227a_3T2","joke-lit",405,0.185511
"RSTS","596_FED_20170426b_3T2","joke",405,0.214982
"RSTS","596_FED_20170426b_3T2","lit",405,0.048702
"RSTS","596_FED_20170426b_3T2","joke-lit",405,0.16628
